CellId	Radius	Length	Curvature	Torsion	Tortuosity	StartPointPosition_R	StartPointPosition_A	StartPointPosition_S	EndPointPosition_R	EndPointPosition_A	EndPointPosition_S
0	5.60844	139.869	0.0395638	0.0746101	0.291703	18.3622	176.921	59.8614	-20.3724	168.34	160.614
