x,y,z,qx,qy,qz,qw,timestamp
-0.4335329819428351,-0.05166807557304187,0.3386717174932794,0.7122883900281634,-0.6981747352087632,-0.03376391825076322,-0.06369683172353506,92.0
-0.4334272735547516,-0.05156753923334192,0.33857609625938245,0.7122348989751695,-0.6982211835036004,-0.033663363991875105,-0.06383890282118107,157.0
-0.4334617943219881,-0.05158053027548318,0.33860464589071754,0.712237100313357,-0.6982215177722538,-0.0336920304413069,-0.0637955495451942,209.0
-0.43346387512080686,-0.051598185225738204,0.3385340292030823,0.712256171192222,-0.6982013330721777,-0.03362144051507311,-0.06384076936035023,260.0
-0.43340393849065784,-0.05160166698212703,0.3384277515512413,0.7122774397529529,-0.6981746834682505,-0.03351433380038504,-0.06395115020781976,308.0
-0.4332150091410424,-0.05160099571911567,0.33827601124141093,0.7123213026644011,-0.6981171701178259,-0.03336308738567483,-0.06416917450976733,357.0
-0.43319745736548765,-0.05174686219578985,0.3382783468570669,0.7124399211291592,-0.6979971921532243,-0.03336768839330347,-0.06415509254127524,409.0
-0.433233515567021,-0.051884446586092044,0.33832845992897187,0.7125381439490927,-0.6979009193573708,-0.033426061932159974,-0.06408118726604768,458.0
-0.43327379297407353,-0.0520243694701917,0.33834446244683725,0.7126400184281863,-0.6978005598115803,-0.033449784603521555,-0.0640288588942332,507.0
-0.4332086612747164,-0.052059622751069866,0.33828659632401425,0.712683392440988,-0.6977519418701378,-0.03339439330902466,-0.06410479116866824,559.0
-0.43321714365636455,-0.05208101287262129,0.33829623309310314,0.7126988406753993,-0.6977371784856223,-0.03340444370855846,-0.06408849662292199,609.0
-0.43321189374413405,-0.052269422869511695,0.33831258585432555,0.712847144972716,-0.6975876211946397,-0.03342861204325248,-0.0640545592219117,659.0
-0.4331731348927459,-0.05258990972940057,0.33831272881446195,0.7131059155551459,-0.6973232666694128,-0.03345122459299082,-0.06404085051734833,713.0
-0.43312395710569596,-0.05293578584220257,0.33829884963005785,0.7133871101733128,-0.697034916067645,-0.033462876904486835,-0.06404211653604161,762.0
-0.4330350618661826,-0.053080526416561975,0.33823764842929915,0.7135212187362878,-0.6968926115019896,-0.033413218064141846,-0.06412265828564574,817.0
-0.4329028507113232,-0.05321767618162675,0.3381416155673103,0.7136592068479678,-0.6967434035085336,-0.03332774507012218,-0.06425284084781968,868.0
-0.4327371128285731,-0.05344359606163389,0.33802861699851694,0.7138744229739831,-0.6965133205812547,-0.033232349919495065,-0.06440584907650336,920.0
-0.43253030769267875,-0.05388486474437924,0.33790584823101055,0.7142661989964356,-0.6961009618340926,-0.0331434196939668,-0.06456594795884883,982.0
-0.4324546071138631,-0.05422345731770887,0.3378794303794308,0.7145475489106331,-0.6958096701643275,-0.03314349240596891,-0.0645926633817795,1039.0
-0.4324224169232417,-0.05439233516836917,0.3378650062252674,0.7146869836181624,-0.6956655515724243,-0.033142251565131814,-0.06460299500333269,1093.0
-0.4323432795947608,-0.0544710760478046,0.3378083382610613,0.7147669344672015,-0.6955785960936629,-0.033091716657399496,-0.06468063340285585,1144.0
-0.4323224109823891,-0.05460125782535935,0.3377838816615757,0.7148744227660442,-0.6954675671966467,-0.033076024280472474,-0.06469466183767102,1196.0
-0.4323018568143299,-0.05477922848806491,0.3377533636710299,0.7150195956055315,-0.6953179607577266,-0.0330581253786844,-0.06470758606427869,1244.0
-0.4322905676094614,-0.054898412111546765,0.33770035637019513,0.7151188150989807,-0.6952152588330869,-0.03301336269316751,-0.06473748574638521,1292.0
-0.4322915955809106,-0.054907066645604755,0.3376825888194926,0.7151267449575437,-0.6952069197619017,-0.032996073757872856,-0.06474825463410021,1341.0
-0.4322946837141908,-0.05489749598851065,0.3376674425549279,0.7151193270674816,-0.6952143977829983,-0.03298011552484897,-0.06475801996465774,1389.0
-0.43229633801027545,-0.054894912125156306,0.33764734737622226,0.715119598633953,-0.6952137834412606,-0.032960328270026214,-0.06477168921090612,1437.0
-0.43230105966463883,-0.05489482905819315,0.3376188133193304,0.7151203768970521,-0.6952128823781901,-0.03293110089882344,-0.06478763242794407,1486.0
-0.4323047303660952,-0.05490419167747885,0.3375716473782928,0.7151301058070887,-0.695202364550495,-0.03288403568836858,-0.0648170061680488,1535.0
-0.4323065903322336,-0.05493470659540084,0.33753350883399236,0.715156607980442,-0.695174871479477,-0.03284768294680831,-0.0648379044265542,1584.0
-0.4323084422099205,-0.05505787649743397,0.337535809015396,0.7152527903623,-0.6950773387777855,-0.03285646619876931,-0.06481814271841173,1633.0
-0.4322846162729463,-0.05526704964118678,0.3374833984873723,0.7154239886353905,-0.6949005504068384,-0.032817731793654444,-0.06484395121537047,1681.0
-0.43225036930515587,-0.05558673220560542,0.33738391231452847,0.7156872493883457,-0.6946281026593976,-0.03274098216293815,-0.06489674988591786,1731.0
-0.4321999017960713,-0.05601426270773079,0.3373092013095724,0.7160358739047286,-0.6942680150643276,-0.032694988632349084,-0.06492756162417308,1781.0
-0.43214812882034753,-0.05646587208505149,0.3371982584394314,0.7164058536335958,-0.6938848794819045,-0.03261520514348014,-0.06498211522681133,1831.0
-0.43212043871852857,-0.05686874575106247,0.3370691727968839,0.716734357566593,-0.6935446695315004,-0.03251500068925786,-0.06504173105186192,1881.0
-0.43212359362036934,-0.057257683733760986,0.33702436394774943,0.717039873977731,-0.6932310921729878,-0.03249829377360131,-0.06502563242638258,1931.0
-0.43208997800675525,-0.057631091168769834,0.3369895721688507,0.7173395570294804,-0.6929212198939723,-0.03249164024438597,-0.06502642736324685,1982.0
-0.43204881742306217,-0.05794231016501411,0.3368938185935719,0.7175960801779092,-0.6926538116676264,-0.03241881777427012,-0.06508135792780025,2032.0
-0.43201925586053436,-0.05819998014666813,0.33680253696761614,0.7178089386972621,-0.6924317111703802,-0.03234661580688256,-0.06513331972048847,2081.0
-0.43197841363441924,-0.058521342336303864,0.3367706840307103,0.7180693509549032,-0.692161069317045,-0.032340241058816305,-0.06514269068242906,2132.0
-0.4319337642653287,-0.058815926501949556,0.33675588565500836,0.7183087773933784,-0.6919118002112494,-0.03234952459902662,-0.06514652182791571,2182.0
